Mean_R,Mean_G,Mean_B,Mean_H,Mean_S,Mean_V,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity,Category,Filename
124.51503224185579,40.9496357089021,40.644971107947406,38.17596516204673,175.14489573737544,124.51516623398375,0.48460956195726407,0.1991500056082638,0.7249298157994585,0.8568080611325949,Grade A,Grade A (1).jpg
125.12978416783967,41.99435283866211,40.044088075608286,12.72027280648837,175.83836047992492,125.12995173939272,2.4183885118792223,0.1757964923264168,0.3583203974278096,0.6078387457260036,Grade A,Grade A (2).jpg
147.37755268746938,51.61736462814718,39.245003539726625,4.002396122637913,188.28738949699576,147.37755268746938,1.2044400945270424,0.1710634587579247,0.4853945694951194,0.7133658481608279,Grade A,Grade A (3).jpg
145.00832920704534,49.71144868076678,39.99066279974535,3.388837801513758,186.45987479663296,145.00832920704534,0.5917378207653149,0.14029899294313805,0.6431789052996374,0.8117720540946839,Grade A,Grade A (4).jpg
144.33185528035898,49.2856057661732,39.10087269900717,3.427251528106561,187.65639684839064,144.33185528035898,0.8278487385876491,0.1432967899128251,0.5643832821823013,0.7646185526723005,Grade A,Grade A (5).jpg
143.89667727112052,48.23996111700247,39.05765288087664,3.3349416755037113,187.63570166136444,143.89667727112052,1.1033054765282666,0.15270224025345527,0.5024077061969549,0.7243796320279566,Grade A,Grade A (6).jpg
143.75966128062794,47.73724498815543,39.02690662235265,3.349273415125694,187.56880458225788,143.75966128062794,0.771643005638028,0.13547188994293652,0.5751832705450338,0.7720934837634915,Grade A,Grade A (7).jpg
142.8777291033703,47.93520808309192,38.85451847664806,3.249911679502579,187.648767045856,142.8777291033703,2.728395218519061,0.19468332948774822,0.35522190741129617,0.6009099252943483,Grade A,Grade A (8).jpg
144.0097985461363,48.22312032402412,38.42699729390333,3.2598383416756573,188.70374431808133,144.0097985461363,0.9410816679171433,0.14546022448444515,0.5354001470578541,0.7462734653688067,Grade A,Grade A (9).jpg
143.76235664175016,47.955185636784535,38.289490890455745,3.467034229267172,188.80959197017089,143.76235664175016,0.8749484565620785,0.14325831703220804,0.5524615111522314,0.7566615402776474,Grade A,Grade A (10).jpg
143.47232276860598,47.76392690032665,38.34400988787852,3.4369206321179484,188.71833671757747,143.47232276860598,2.6269359283182685,0.1967503826880582,0.36168837773137835,0.6068401095422752,Grade A,Grade A (11).jpg
146.25570404460572,49.36286397026286,39.25968669793787,4.016762545357996,188.0172758651208,146.25570404460572,0.7745275284039089,0.12743734315892627,0.5592808754391125,0.7645024676961322,Grade A,Grade A (12).jpg
123.316976705212,39.15699681582034,38.7158371040724,24.22004357298475,177.56329813976873,123.316976705212,0.5079712661420321,0.2043398067592138,0.7292973449507909,0.8593292128532931,Grade A,Grade A (13).jpg
147.65551379109536,49.96204139975647,39.870330174528384,4.422026929253358,187.65877847777367,147.65551379109536,1.314539415576807,0.15650271803631066,0.4633153278799987,0.6969194617983717,Grade A,Grade A (14).jpg
143.94122882021392,46.14118694051338,37.73949081264069,4.1799605632819725,189.7161777793289,143.94122882021392,0.44264573765261317,0.12121834744593525,0.683578661007807,0.8372784056332935,Grade A,Grade A (15).jpg
144.87365760111575,46.82695258019526,38.22212343096234,4.124773361227336,189.34689679218968,144.87365760111575,0.8030536091107385,0.1314905876705816,0.5563417734360446,0.7611668153525718,Grade A,Grade A (16).jpg
144.944798227402,46.82211211333461,38.21241516478532,4.271193537693878,189.38089920965857,144.944798227402,0.8069360346779052,0.13912998802200066,0.5578751468499626,0.761833935220571,Grade A,Grade A (17).jpg
144.91425981767793,46.652524794756935,38.10883547436858,4.041362360774607,189.54649561625212,144.91425981767793,0.8622544273584195,0.14252291385031599,0.5439940183174569,0.7533680905524923,Grade A,Grade A (18).jpg
144.82839896020516,46.643591130340724,38.153980355554005,4.295172630366894,189.43659170606605,144.82839896020516,0.7266502334917494,0.13026942477029144,0.5766929032235123,0.7742001894555176,Grade A,Grade A (19).jpg
145.14670981661274,47.56686501722518,39.137575251418035,4.448968229112294,187.81153217106865,145.14670981661274,1.1738936967370706,0.15039334143274868,0.48256080630812465,0.7106862373378755,Grade A,Grade A (20).jpg
144.0528428327109,46.308575616906914,37.73693762870406,4.331960490035252,189.77733761474295,144.0528428327109,0.8314976141279948,0.13864726857531104,0.5492348924673538,0.7570279111599657,Grade A,Grade A (21).jpg
144.27890420519978,45.99466061769325,37.53615424882219,4.134217414063863,190.18768103297853,144.27890420519978,0.8270498845911165,0.13569083554521746,0.5497179824373444,0.7573828910393293,Grade A,Grade A (22).jpg
143.86625582653934,46.031493863584785,37.06513503605035,3.8163439884080237,190.95502871807406,143.86625582653934,2.298278420779448,0.18598169966255707,0.3722185259484209,0.620209206296169,Grade A,Grade A (23).jpg
123.17229695729478,39.12370425039418,38.40533060485088,19.304673085309805,177.92339561877284,123.17229695729478,0.7611790371827301,0.16706272925432838,0.6087799046643249,0.791141811043369,Grade A,Grade A (24).jpg
142.75329606214189,45.25290419213822,36.903390981764986,4.0459968302070815,190.58245815699183,142.75329606214189,0.6755556508573006,0.12260844245441478,0.5900654442478152,0.7829058792693688,Grade A,Grade A (25).jpg
145.3188082352285,46.167698859937886,35.78539678997192,3.8176458554185495,193.33653220257025,145.3188082352285,0.33090649174218395,0.10572474271227046,0.7457990845328744,0.871155949750159,Grade A,Grade A (26).jpg
146.13625041823116,46.52327224060374,36.323989739395515,3.7658834900925684,192.77898806647087,146.13625041823116,0.6958508695332365,0.14319293512657097,0.596173374974296,0.7862424904099417,Grade A,Grade A (27).jpg
146.31975847654437,46.7040780306549,36.319628425452855,3.8683511379470508,192.8724941941477,146.31975847654437,0.8061610495452252,0.1569719083725417,0.5679411166297547,0.7692645494664269,Grade A,Grade A (28).jpg
146.3674634917682,46.825820853874056,36.45121384057297,3.9251418472700212,192.62111431494745,146.3674634917682,0.6955048078344751,0.14202828704338738,0.5983690757494168,0.7876343362744013,Grade A,Grade A (29).jpg
146.85509131105206,47.09669868281718,36.58977836401806,3.9909339179222325,192.5944971854274,146.85509131105206,0.6723949814440823,0.1410079575903569,0.5997975193985973,0.7891964478914875,Grade A,Grade A (30).jpg
147.02554330650108,47.35955829042033,36.86402929858155,3.8953356509453254,192.2112435165734,147.02554330650108,0.689150673207123,0.14515226310341459,0.6014560576255975,0.7892388256413537,Grade A,Grade A (31).jpg
